game_id,move_number,phase,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,new_elo
game_00101,18,Middlegame,5.0,5.0,2.78,Blunder,7.0,1.21,2.0,0,0,0,1866.19,1859.36
game_00101,19,Middlegame,5.0,5.0,0.02,Perfect,1.21,5.61,0.36,0,0,0,1859.36,1865.16
game_00101,20,Middlegame,5.0,5.0,0.03,Perfect,3.59,6.0,0.11,0,0,0,1865.16,1870.54
game_00101,21,Middlegame,5.0,5.0,2.68,Blunder,7.0,0.28,2.0,0,0,0,1870.54,1862.28
game_00101,22,Middlegame,5.0,3.11,-1.89,Blunder,5.86,2.51,1.55,0,1,0,1862.28,1854.37
game_00101,23,Middlegame,3.11,3.17,0.07,Perfect,3.16,5.22,0.35,0,0,0,1854.37,1857.7
game_00101,24,Middlegame,3.17,3.9,0.73,Inaccuracy,5.43,4.61,0.34,0,1,0,1857.7,1853.8
game_00101,25,Middlegame,3.9,3.91,0.01,Perfect,4.86,6.0,0.26,0,0,0,1853.8,1859.53
game_00101,26,Middlegame,3.91,3.73,-0.18,Perfect,5.24,5.12,0.24,0,0,0,1859.53,1864.74
game_00101,27,Middlegame,3.73,3.44,-0.29,Good,4.63,4.74,0.12,0,0,0,1864.74,1865.56
game_00101,28,Middlegame,3.44,4.84,1.4,Blunder,2.0,2.95,1.14,0,0,0,1865.56,1858.26
game_00101,29,Middlegame,4.84,5.0,0.29,Good,2.82,5.2,0.37,0,0,0,1858.26,1859.83
game_00101,30,Middlegame,5.0,4.84,-0.16,Perfect,4.77,5.24,0.37,0,1,0,1859.83,1863.74
game_00101,31,Middlegame,4.84,4.79,-0.05,Perfect,2.39,6.0,0.16,0,1,0,1863.74,1867.89
game_00101,32,Middlegame,4.79,4.77,-0.02,Perfect,2.55,6.0,0.3,0,0,0,1867.89,1872.7
game_00101,33,Middlegame,4.77,4.58,-0.19,Perfect,1.33,5.29,0.11,0,0,0,1872.7,1876.13
game_00101,34,Middlegame,4.58,4.48,-0.1,Perfect,5.52,5.17,0.2,0,0,0,1876.13,1880.08
game_00101,35,Middlegame,4.48,5.0,1.47,Blunder,7.0,3.26,0.99,1,0,0,1880.08,1873.16
game_00101,36,Middlegame,5.0,4.8,-0.2,Perfect,3.15,6.0,0.23,0,0,0,1873.16,1878.98
game_00101,37,Middlegame,4.8,4.77,-0.03,Perfect,4.83,6.0,0.13,0,0,0,1878.98,1882.26
game_00101,38,Middlegame,4.77,5.0,1.77,Blunder,6.05,2.31,1.33,0,0,0,1882.26,1873.82
game_00101,39,Middlegame,5.0,5.0,-0.0,Perfect,3.57,5.39,0.28,0,0,0,1873.82,1877.25
game_00101,40,Middlegame,5.0,5.0,0.08,Perfect,3.64,5.67,0.37,0,0,0,1877.25,1881.35
game_00101,41,Middlegame,5.0,5.0,0.13,Perfect,2.1,4.51,0.1,0,0,0,1881.35,1886.52
game_00101,42,Middlegame,5.0,5.0,0.02,Perfect,4.06,5.74,0.09,0,0,0,1886.52,1890.66
game_00101,43,Middlegame,5.0,4.97,-0.03,Perfect,4.15,5.62,0.28,0,0,0,1890.66,1894.95
game_00101,44,Middlegame,4.97,5.0,1.71,Blunder,7.0,3.0,1.23,0,0,0,1894.95,1884.3
game_00101,45,Middlegame,5.0,5.0,0.04,Perfect,3.78,5.92,0.37,0,0,0,1884.3,1888.01
game_00101,46,Middlegame,5.0,5.0,2.16,Blunder,5.03,1.87,1.8,0,0,0,1888.01,1880.43
game_00101,47,Endgame,5.0,5.0,2.54,Blunder,7.0,0.22,2.0,0,1,0,1880.43,1868.83
game_00101,48,Endgame,5.0,5.0,0.03,Perfect,2.33,5.96,0.01,0,0,0,1868.83,1873.46
game_00101,49,Endgame,5.0,4.83,-0.17,Perfect,3.16,5.12,0.09,0,0,0,1873.46,1877.96
game_00101,50,Endgame,4.83,5.0,0.37,Good,3.13,5.9,0.38,0,0,0,1877.96,1878.78
game_00101,51,Endgame,5.0,5.0,0.17,Perfect,1.98,5.89,0.34,0,1,0,1878.78,1881.98
game_00101,52,Endgame,5.0,4.98,-0.02,Perfect,2.93,4.72,0.07,0,0,0,1881.98,1888.37
game_00101,53,Endgame,4.98,5.0,0.12,Perfect,2.21,4.74,0.2,0,0,0,1888.37,1892.96
game_00101,54,Endgame,5.0,4.7,-0.3,Good,0.91,4.61,0.26,0,0,0,1892.96,1894.0
game_00101,55,Endgame,4.7,4.7,0.0,Perfect,0.8,5.97,0.22,0,0,0,1894.0,1899.26
game_00101,56,Endgame,4.7,4.67,-0.03,Perfect,0.94,6.0,0.11,1,1,0,1899.26,1904.08
game_00101,57,Endgame,4.67,4.67,-0.0,Perfect,2.04,5.62,0.16,0,0,0,1904.08,1909.83
game_00101,58,Endgame,4.67,2.64,-2.03,Blunder,2.95,1.73,1.48,0,0,0,1909.83,1895.2
game_00101,59,Endgame,2.64,2.61,-0.03,Perfect,0.79,6.0,0.32,0,0,0,1895.2,1898.99
game_00101,60,Endgame,2.61,2.63,0.03,Perfect,0.53,4.92,0.36,1,0,0,1898.99,1903.9
game_00101,61,Endgame,2.63,2.92,0.29,Good,2.34,5.53,0.27,0,0,0,1903.9,1904.81
game_00101,62,Endgame,2.92,2.95,0.03,Perfect,1.74,6.0,0.38,0,0,0,1904.81,1909.66
game_00102,1,Opening,0.31,0.44,0.13,Perfect,0.73,6.0,0.39,0,0,0,890.6,893.84
game_00102,2,Opening,0.44,0.67,0.23,Good,2.04,6.0,0.28,1,0,0,893.84,895.22
game_00102,3,Opening,0.67,0.39,-0.28,Good,1.14,5.87,0.4,0,0,0,895.22,896.08
game_00102,4,Opening,0.39,0.15,-0.24,Good,0.59,5.43,0.26,1,0,0,896.08,897.36
game_00102,5,Opening,0.15,0.05,-0.1,Perfect,0.74,6.0,0.19,0,0,0,897.36,900.03
game_00102,6,Opening,0.05,2.44,2.38,Blunder,1.78,1.34,1.88,0,0,0,900.03,892.6
game_00102,7,Opening,2.44,2.41,-0.02,Perfect,2.06,6.0,0.32,1,0,0,892.6,898.2
game_00102,8,Opening,2.41,2.19,-0.22,Good,1.81,4.54,0.21,0,0,0,898.2,900.48
game_00102,9,Opening,2.19,2.28,0.09,Perfect,1.53,5.27,0.03,0,0,0,900.48,904.28
game_00102,10,Opening,2.28,0.39,-1.89,Blunder,1.77,2.64,1.61,0,0,0,904.28,896.74
game_00102,11,Middlegame,0.39,1.32,0.93,Inaccuracy,3.55,4.12,0.55,0,0,0,896.74,893.85
game_00102,12,Middlegame,1.32,1.26,-0.06,Perfect,1.75,5.46,0.18,0,0,0,893.85,897.4
game_00102,13,Middlegame,1.26,1.23,-0.03,Perfect,1.69,6.0,0.35,0,0,0,897.4,900.62
game_00102,14,Middlegame,1.23,1.31,0.08,Perfect,1.41,5.48,0.07,0,0,0,900.62,903.72
game_00102,15,Middlegame,1.31,1.24,-0.07,Perfect,3.75,5.94,0.37,0,0,0,903.72,906.77
game_00102,16,Middlegame,1.24,1.24,0.0,Perfect,2.96,6.0,0.31,1,1,0,906.77,910.6
game_00102,17,Endgame,1.24,1.38,0.14,Perfect,1.82,5.59,0.12,1,0,0,910.6,914.39
game_00102,18,Endgame,1.38,1.42,0.04,Perfect,1.88,4.88,0.24,0,0,0,914.39,920.51
game_00102,19,Endgame,1.42,1.46,0.05,Perfect,3.2,5.55,0.06,0,0,0,920.51,925.8
game_00102,20,Endgame,1.46,1.67,0.21,Good,0.83,5.56,0.28,0,0,0,925.8,926.92
game_00102,21,Endgame,1.67,1.72,0.04,Perfect,0.72,5.48,0.28,0,0,0,926.92,932.46
game_00102,22,Endgame,1.72,1.82,0.1,Perfect,1.17,6.0,0.08,0,0,0,932.46,938.63
game_00103,1,Opening,-0.69,-0.69,0.01,Perfect,0.46,6.0,0.13,0,0,0,2100.33,2103.0
game_00103,2,Opening,-0.69,1.89,2.57,Blunder,0.75,0.14,2.0,0,0,0,2103.0,2098.54
game_00103,3,Opening,1.89,1.85,-0.04,Perfect,0.76,6.0,0.35,0,0,0,2098.54,2100.8
game_00103,4,Opening,1.85,-0.82,-2.67,Blunder,3.75,0.43,2.0,0,0,0,2100.8,2096.21
game_00103,5,Opening,-0.82,-0.88,-0.06,Perfect,0.9,6.0,0.25,1,0,0,2096.21,2099.27
game_00103,6,Opening,-0.88,-0.88,0.0,Perfect,1.89,6.0,0.18,1,0,0,2099.27,2103.23
game_00103,7,Opening,-0.88,-0.87,0.01,Perfect,1.04,6.0,0.37,0,0,0,2103.23,2106.87
game_00103,8,Opening,-0.87,-1.03,-0.17,Perfect,2.02,5.06,0.28,1,0,0,2106.87,2109.0
game_00103,9,Opening,-1.03,-1.06,-0.03,Perfect,1.85,5.73,0.07,0,0,0,2109.0,2111.18
game_00103,10,Opening,-1.06,-1.12,-0.06,Perfect,0.63,5.94,0.21,0,0,0,2111.18,2113.66
game_00103,11,Middlegame,-1.12,-1.18,-0.06,Perfect,4.96,6.0,0.1,0,0,0,2113.66,2116.17
game_00103,12,Middlegame,-1.18,-2.95,-1.77,Blunder,7.0,1.83,1.27,0,0,0,2116.17,2108.98
game_00103,13,Middlegame,-2.95,-2.97,-0.02,Perfect,2.42,5.71,0.38,0,0,0,2108.98,2114.36
game_00103,14,Middlegame,-2.97,-3.59,-0.62,Inaccuracy,1.68,4.67,0.5,0,0,0,2114.36,2110.75
game_00103,15,Endgame,-3.59,-3.5,0.09,Perfect,3.81,4.86,0.04,1,0,0,2110.75,2115.51
game_00103,16,Endgame,-3.5,-3.51,-0.01,Perfect,1.3,6.0,0.17,0,0,0,2115.51,2120.84
game_00103,17,Endgame,-3.51,-3.46,0.05,Perfect,3.39,5.75,0.18,0,0,0,2120.84,2124.8
game_00103,18,Endgame,-3.46,-5.0,-2.6,Blunder,1.75,0.93,2.0,0,0,0,2124.8,2114.06
game_00103,19,Endgame,-5.0,-4.97,0.03,Perfect,1.99,4.94,0.02,0,0,0,2114.06,2118.56
game_00103,20,Endgame,-4.97,-4.96,0.0,Perfect,0.64,6.0,0.25,1,0,0,2118.56,2124.4
game_00104,1,Opening,-0.58,-0.62,-0.03,Perfect,1.86,6.0,0.05,0,0,0,1831.7,1834.83
game_00104,2,Opening,-0.62,1.9,2.52,Blunder,3.56,1.15,2.0,0,0,0,1834.83,1830.49
game_00104,3,Opening,1.9,1.91,0.01,Perfect,1.54,5.76,0.15,1,0,0,1830.49,1834.21
game_00104,4,Opening,1.91,0.5,-1.41,Blunder,2.52,3.33,0.96,0,0,0,1834.21,1826.49
game_00104,5,Opening,0.5,2.61,2.11,Blunder,3.52,1.26,1.74,0,0,0,1826.49,1820.16
game_00104,6,Opening,2.61,2.57,-0.05,Perfect,0.96,6.0,0.01,0,0,0,1820.16,1825.05
game_00104,7,Opening,2.57,2.56,-0.01,Perfect,1.88,6.0,0.32,0,0,0,1825.05,1829.86
game_00104,8,Opening,2.56,2.51,-0.04,Perfect,1.97,5.9,0.02,0,0,0,1829.86,1833.38
game_00104,9,Opening,2.51,2.6,0.09,Perfect,1.8,5.43,0.11,0,0,0,1833.38,1838.09
game_00104,10,Opening,2.6,2.58,-0.02,Perfect,1.24,5.33,0.35,0,0,0,1838.09,1842.42
game_00104,11,Middlegame,2.58,2.45,-0.12,Perfect,5.34,6.0,0.37,0,0,0,1842.42,1848.74
game_00104,12,Middlegame,2.45,-0.17,-2.62,Blunder,5.49,1.5,2.0,1,0,0,1848.74,1842.11
game_00104,13,Middlegame,-0.17,-0.29,-0.13,Perfect,1.37,6.0,0.2,0,0,0,1842.11,1845.7
game_00104,14,Middlegame,-0.29,-0.43,-0.14,Perfect,1.85,4.38,0.09,0,0,0,1845.7,1847.81
game_00104,15,Middlegame,-0.43,-0.45,-0.03,Perfect,4.25,5.74,0.31,0,0,0,1847.81,1850.52
game_00104,16,Middlegame,-0.45,1.36,1.82,Blunder,5.18,1.57,1.64,0,0,0,1850.52,1844.41
game_00104,17,Endgame,1.36,3.61,2.25,Blunder,6.67,2.26,1.76,0,0,0,1844.41,1834.72
game_00104,18,Endgame,3.61,3.6,-0.01,Perfect,1.78,6.0,0.34,1,0,0,1834.72,1839.84
game_00104,19,Endgame,3.6,3.58,-0.01,Perfect,2.37,6.0,0.23,1,1,0,1839.84,1845.8
game_00104,20,Endgame,3.58,3.53,-0.05,Perfect,1.45,5.25,0.34,0,0,0,1845.8,1850.44
game_00104,21,Endgame,3.53,3.53,0.0,Perfect,0.81,6.0,0.34,0,0,0,1850.44,1855.35
game_00104,22,Endgame,3.53,3.51,-0.02,Perfect,0.99,6.0,0.33,0,0,0,1855.35,1861.23
game_00105,1,Opening,-0.4,-0.02,0.38,Good,2.36,5.73,0.26,1,0,0,443.67,444.64
game_00105,2,Opening,-0.02,-2.38,-2.37,Blunder,2.7,2.1,1.85,0,0,0,444.64,439.39
game_00105,3,Opening,-2.38,-2.49,-0.11,Perfect,1.26,5.78,0.11,0,0,0,439.39,443.74
game_00105,4,Opening,-2.49,-2.46,0.03,Perfect,1.38,6.0,0.28,0,0,0,443.74,448.8
game_00105,5,Opening,-2.46,-2.53,-0.07,Perfect,1.59,6.0,0.2,0,0,0,448.8,454.44
game_00105,6,Opening,-2.53,-0.32,2.22,Blunder,0.97,0.78,1.66,0,0,0,454.44,442.38
game_00105,7,Opening,-0.32,-2.22,-1.9,Blunder,3.4,3.78,1.49,1,0,0,442.38,437.69
game_00105,8,Opening,-2.22,-2.17,0.05,Perfect,1.97,6.0,0.31,0,0,0,437.69,441.82
game_00105,9,Opening,-2.17,-2.82,-0.65,Inaccuracy,0.44,4.55,0.58,0,0,0,441.82,438.28
game_00105,10,Opening,-2.82,-3.03,-0.21,Good,1.55,4.58,0.23,0,0,0,438.28,440.07
game_00105,11,Middlegame,-3.03,-0.41,2.62,Blunder,7.0,0.68,2.0,0,1,0,440.07,432.44
game_00105,12,Middlegame,-0.41,-0.85,-0.44,Good,2.11,5.54,0.3,0,0,0,432.44,433.6
game_00105,13,Middlegame,-0.85,-0.66,0.2,Perfect,4.77,5.6,0.27,1,1,0,433.6,436.58
game_00105,14,Middlegame,-0.66,-1.51,-0.85,Inaccuracy,6.45,3.99,0.51,0,0,0,436.58,433.6
game_00105,15,Middlegame,-1.51,-1.94,-0.44,Good,1.89,4.62,0.37,0,0,0,433.6,434.64
game_00105,16,Middlegame,-1.94,-2.02,-0.08,Perfect,4.41,5.81,0.08,0,0,0,434.64,437.76
game_00105,17,Middlegame,-2.02,-0.69,1.33,Blunder,5.84,3.48,1.11,0,0,0,437.76,429.5
game_00105,18,Middlegame,-0.69,-0.77,-0.08,Perfect,2.36,4.9,0.19,0,0,0,429.5,432.64
game_00105,19,Middlegame,-0.77,-3.52,-2.75,Blunder,6.4,0.52,2.0,0,0,0,432.64,426.17
game_00105,20,Middlegame,-3.52,-3.5,0.02,Perfect,1.61,6.0,0.37,0,0,0,426.17,430.94
game_00105,21,Middlegame,-3.5,-3.52,-0.02,Perfect,4.18,6.0,0.17,0,0,0,430.94,435.69
game_00105,22,Middlegame,-3.52,-3.65,-0.13,Perfect,2.07,4.94,0.05,0,1,0,435.69,440.24
game_00105,23,Middlegame,-3.65,-0.97,2.68,Blunder,4.41,0.56,2.0,0,0,0,440.24,427.9
game_00105,24,Endgame,-0.97,-0.98,-0.01,Perfect,2.35,6.0,0.09,1,0,0,427.9,432.55
game_00105,25,Endgame,-0.98,-1.62,-0.65,Inaccuracy,4.54,6.0,0.37,0,0,0,432.55,428.4
game_00105,26,Endgame,-1.62,-1.67,-0.04,Perfect,2.86,5.32,0.13,0,0,0,428.4,432.69
game_00105,27,Endgame,-1.67,-1.69,-0.03,Perfect,1.05,5.31,0.31,0,0,0,432.69,437.05
game_00105,28,Endgame,-1.69,-1.79,-0.1,Perfect,1.99,6.0,0.07,1,0,0,437.05,443.22
game_00105,29,Endgame,-1.79,-1.78,0.02,Perfect,0.69,5.85,0.32,0,0,0,443.22,448.15
game_00105,30,Endgame,-1.78,0.08,1.86,Blunder,1.36,1.51,1.4,0,0,0,448.15,433.43
game_00105,31,Endgame,0.08,0.12,0.04,Perfect,1.69,5.5,0.18,0,0,0,433.43,439.61
game_00106,1,Opening,0.76,1.29,0.53,Inaccuracy,2.47,4.99,0.15,0,0,0,1227.66,1225.39
game_00106,2,Opening,1.29,1.19,-0.1,Perfect,2.19,5.33,0.16,0,0,0,1225.39,1227.85
game_00106,3,Opening,1.19,1.28,0.1,Perfect,1.87,5.12,0.28,0,0,0,1227.85,1231.77
game_00106,4,Opening,1.28,1.42,0.14,Perfect,0.58,6.0,0.03,0,0,0,1231.77,1235.53
game_00106,5,Opening,1.42,-1.3,-2.72,Blunder,3.3,0.0,2.0,1,0,0,1235.53,1230.83
game_00106,6,Opening,-1.3,-1.59,-0.3,Good,1.95,4.53,0.36,0,0,0,1230.83,1232.25
game_00106,7,Opening,-1.59,-1.6,-0.01,Perfect,0.9,6.0,0.4,0,0,0,1232.25,1235.57
game_00106,8,Opening,-1.6,-1.6,-0.0,Perfect,1.27,5.48,0.04,1,0,0,1235.57,1238.81
game_00106,9,Opening,-1.6,-1.63,-0.03,Perfect,1.79,6.0,0.1,0,0,0,1238.81,1242.48
game_00106,10,Opening,-1.63,-1.63,0.01,Perfect,2.08,6.0,0.22,0,0,0,1242.48,1245.67
game_00106,11,Middlegame,-1.63,-1.68,-0.05,Perfect,5.48,5.83,0.18,0,0,0,1245.67,1249.17
game_00106,12,Middlegame,-1.68,0.91,2.59,Blunder,4.49,1.36,2.0,0,0,0,1249.17,1244.98
game_00106,13,Middlegame,0.91,0.94,0.02,Perfect,1.64,6.0,0.03,1,0,0,1244.98,1247.92
game_00106,14,Middlegame,0.94,0.97,0.04,Perfect,1.56,4.31,0.32,0,0,0,1247.92,1251.19
game_00106,15,Middlegame,0.97,1.44,0.47,Good,3.27,5.28,0.18,0,0,0,1251.19,1252.41
game_00106,16,Middlegame,1.44,2.14,0.7,Inaccuracy,5.71,4.13,0.55,0,0,0,1252.41,1250.72
game_00106,17,Middlegame,2.14,4.19,2.05,Blunder,5.73,2.21,1.5,0,0,0,1250.72,1238.14
game_00106,18,Middlegame,4.19,1.78,-2.41,Blunder,4.64,0.75,1.85,0,0,0,1238.14,1227.87
game_00106,19,Middlegame,1.78,1.93,0.15,Perfect,5.28,5.52,0.02,0,0,0,1227.87,1230.96
game_00106,20,Middlegame,1.93,1.27,-0.66,Inaccuracy,2.55,5.25,0.35,1,1,0,1230.96,1229.18
game_00106,21,Middlegame,1.27,1.29,0.02,Perfect,5.02,6.0,0.37,0,0,0,1229.18,1232.43
game_00106,22,Middlegame,1.29,1.19,-0.1,Perfect,3.3,6.0,0.19,1,0,0,1232.43,1235.45
game_00106,23,Middlegame,1.19,1.57,0.38,Good,1.4,5.72,0.14,0,0,0,1235.45,1236.01
game_00106,24,Middlegame,1.57,2.96,1.38,Blunder,7.0,4.26,0.93,0,1,0,1236.01,1229.7
game_00106,25,Middlegame,2.96,2.92,-0.04,Perfect,1.66,5.17,0.12,0,0,0,1229.7,1234.69
game_00106,26,Middlegame,2.92,2.25,-0.66,Inaccuracy,2.06,5.08,0.53,0,0,0,1234.69,1230.65
game_00106,27,Middlegame,2.25,1.94,-0.31,Good,5.18,4.39,0.09,0,0,0,1230.65,1231.47
game_00106,28,Middlegame,1.94,1.77,-0.17,Perfect,4.72,4.58,0.39,1,1,0,1231.47,1233.92
game_00106,29,Middlegame,1.77,3.45,1.67,Blunder,5.71,2.99,1.21,0,0,0,1233.92,1228.07
game_00106,30,Middlegame,3.45,2.96,-0.48,Good,4.0,5.09,0.24,0,0,0,1228.07,1230.12
game_00106,31,Middlegame,2.96,2.94,-0.02,Perfect,3.37,5.53,0.25,0,1,0,1230.12,1236.23
game_00106,32,Middlegame,2.94,2.89,-0.05,Perfect,3.45,6.0,0.05,0,0,0,1236.23,1240.44
game_00106,33,Middlegame,2.89,2.74,-0.15,Perfect,2.45,4.92,0.38,0,0,0,1240.44,1245.88
game_00106,34,Middlegame,2.74,3.19,0.45,Good,5.41,5.17,0.31,1,0,0,1245.88,1248.02
game_00106,35,Middlegame,3.19,3.21,0.02,Perfect,3.2,5.04,0.16,0,0,0,1248.02,1253.67
game_00106,36,Middlegame,3.21,1.43,-1.78,Blunder,2.97,2.38,1.5,1,0,0,1253.67,1241.4
game_00106,37,Middlegame,1.43,1.54,0.11,Perfect,3.73,5.87,0.2,0,0,0,1241.4,1244.88
game_00106,38,Middlegame,1.54,-0.16,-1.71,Blunder,6.57,3.73,1.32,0,0,0,1244.88,1238.94
game_00106,39,Middlegame,-0.16,-0.2,-0.03,Perfect,4.28,5.4,0.18,0,0,0,1238.94,1241.57
game_00106,40,Middlegame,-0.2,-0.33,-0.13,Perfect,2.52,6.0,0.25,0,1,0,1241.57,1243.82
game_00106,41,Middlegame,-0.33,-1.72,-1.39,Blunder,4.84,3.01,0.99,0,0,0,1243.82,1239.19
game_00106,42,Middlegame,-1.72,-1.67,0.05,Perfect,1.35,5.41,0.05,0,0,0,1239.19,1242.89
game_00106,43,Middlegame,-1.67,-1.49,0.17,Perfect,1.49,5.2,0.06,0,1,0,1242.89,1246.28
game_00106,44,Middlegame,-1.49,-3.88,-2.39,Blunder,2.74,0.94,1.79,0,0,0,1246.28,1240.53
game_00106,45,Middlegame,-3.88,-3.88,0.0,Perfect,5.09,6.0,0.36,0,0,0,1240.53,1243.79
game_00106,46,Middlegame,-3.88,-3.97,-0.09,Perfect,1.36,6.0,0.32,0,0,0,1243.79,1247.28
game_00106,47,Middlegame,-3.97,-5.0,-2.39,Blunder,5.33,0.73,2.0,0,0,0,1247.28,1240.37
game_00106,48,Middlegame,-5.0,-5.0,-0.0,Perfect,3.75,5.51,0.37,0,1,0,1240.37,1246.33
game_00106,49,Endgame,-5.0,-5.0,-0.0,Perfect,2.38,6.0,0.35,1,0,0,1246.33,1249.7
game_00106,50,Endgame,-5.0,-5.0,0.0,Perfect,2.17,6.0,0.37,1,0,0,1249.7,1253.23
game_00106,51,Endgame,-5.0,-4.52,0.48,Good,2.29,4.88,0.26,0,0,0,1253.23,1255.44
game_00106,52,Endgame,-4.52,-4.53,-0.01,Perfect,2.17,5.51,0.31,0,0,0,1255.44,1259.05
game_00106,53,Endgame,-4.53,-4.53,-0.0,Perfect,1.83,5.67,0.01,0,0,0,1259.05,1265.02
game_00106,54,Endgame,-4.53,-4.46,0.07,Perfect,1.56,5.84,0.34,0,0,0,1265.02,1268.54
game_00106,55,Endgame,-4.46,-2.08,2.37,Blunder,2.12,1.02,2.0,1,0,0,1268.54,1256.59
game_00106,56,Endgame,-2.08,-2.07,0.02,Perfect,1.07,5.69,0.21,0,0,0,1256.59,1261.99
game_00106,57,Endgame,-2.07,-4.68,-2.62,Blunder,1.31,0.17,2.0,0,0,0,1261.99,1249.0
game_00106,58,Endgame,-4.68,-4.64,0.04,Perfect,1.17,6.0,0.1,0,0,0,1249.0,1252.55
game_00106,59,Endgame,-4.64,-4.62,0.02,Perfect,1.91,5.33,0.36,0,0,0,1252.55,1257.21
game_00106,60,Endgame,-4.62,-4.66,-0.04,Perfect,1.4,6.0,0.05,0,0,0,1257.21,1263.56
game_00106,61,Endgame,-4.66,-4.95,-0.3,Good,1.34,4.37,0.16,0,0,0,1263.56,1264.45
game_00106,62,Endgame,-4.95,-3.44,1.51,Blunder,1.75,2.88,1.07,1,0,0,1264.45,1251.37
game_00106,63,Endgame,-3.44,-3.39,0.06,Perfect,0.94,5.48,0.29,0,0,0,1251.37,1254.94
game_00106,64,Endgame,-3.39,-5.0,-2.8,Blunder,3.12,0.93,2.0,0,0,0,1254.94,1239.68
game_00107,1,Opening,-0.55,-0.57,-0.03,Perfect,1.35,6.0,0.18,0,0,0,862.78,865.37
game_00107,2,Opening,-0.57,-0.55,0.02,Perfect,0.53,5.41,0.15,1,0,0,865.37,869.29
game_00107,3,Opening,-0.55,-0.41,0.14,Perfect,1.25,6.0,0.18,0,0,0,869.29,872.78
game_00107,4,Opening,-0.41,-0.29,0.11,Perfect,2.09,6.0,0.18,0,0,0,872.78,876.61
game_00107,5,Opening,-0.29,-0.25,0.04,Perfect,0.45,5.56,0.09,0,1,0,876.61,879.89
game_00107,6,Opening,-0.25,1.9,2.16,Blunder,2.44,0.58,1.83,0,0,0,879.89,875.6
game_00107,7,Opening,1.9,1.98,0.08,Perfect,1.16,5.77,0.07,0,0,0,875.6,879.02
game_00107,8,Opening,1.98,2.03,0.05,Perfect,1.93,5.82,0.22,0,0,0,879.02,882.12
game_00107,9,Opening,2.03,2.2,0.16,Perfect,0.39,5.57,0.16,0,0,0,882.12,886.35
game_00107,10,Opening,2.2,-0.18,-2.37,Blunder,1.39,1.98,1.94,0,0,0,886.35,877.9
game_00107,11,Middlegame,-0.18,-0.11,0.06,Perfect,1.87,5.11,0.3,0,1,0,877.9,880.01
game_00107,12,Middlegame,-0.11,-0.28,-0.17,Perfect,4.94,5.96,0.2,0,0,0,880.01,883.7
game_00107,13,Middlegame,-0.28,-0.3,-0.02,Perfect,2.21,6.0,0.26,0,0,0,883.7,886.75
game_00107,14,Middlegame,-0.3,0.11,0.41,Good,5.9,5.0,0.34,0,0,0,886.75,887.51
game_00107,15,Middlegame,0.11,0.07,-0.04,Perfect,3.43,6.0,0.11,0,1,0,887.51,889.77
game_00107,16,Middlegame,0.07,0.21,0.14,Perfect,1.46,5.55,0.39,0,0,0,889.77,892.95
game_00107,17,Middlegame,0.21,0.31,0.1,Perfect,3.04,5.53,0.22,0,0,0,892.95,896.91
game_00107,18,Middlegame,0.31,0.72,0.41,Good,3.59,5.14,0.31,0,0,0,896.91,898.08
game_00107,19,Middlegame,0.72,-0.36,-1.08,Inaccuracy,4.6,3.72,0.69,0,0,0,898.08,896.58
game_00107,20,Middlegame,-0.36,-0.36,0.0,Perfect,1.79,6.0,0.32,0,0,0,896.58,898.85
game_00107,21,Middlegame,-0.36,-0.39,-0.03,Perfect,2.96,6.0,0.27,1,0,0,898.85,902.11
game_00107,22,Middlegame,-0.39,-0.78,-0.38,Good,1.51,5.25,0.3,0,0,0,902.11,903.26
game_00107,23,Endgame,-0.78,-0.77,0.0,Perfect,2.95,5.9,0.1,0,0,0,903.26,908.17
game_00107,24,Endgame,-0.77,-2.98,-2.2,Blunder,2.34,1.91,1.97,0,0,0,908.17,895.34
game_00107,25,Endgame,-2.98,-2.99,-0.01,Perfect,1.92,5.71,0.35,0,0,0,895.34,899.96
game_00107,26,Endgame,-2.99,-1.25,1.73,Blunder,1.31,0.93,1.33,1,0,0,899.96,890.83
game_00107,27,Endgame,-1.25,-1.27,-0.01,Perfect,1.72,5.27,0.14,0,0,0,890.83,896.37
game_00107,28,Endgame,-1.27,-1.27,-0.0,Perfect,2.36,6.0,0.08,0,1,0,896.37,901.1
game_00107,29,Endgame,-1.27,-1.23,0.03,Perfect,1.27,4.66,0.23,0,0,0,901.1,907.48
game_00107,30,Endgame,-1.23,-1.36,-0.13,Perfect,1.46,6.0,0.03,0,0,0,907.48,912.18
game_00108,1,Opening,-0.77,-0.76,0.0,Perfect,1.51,6.0,0.14,0,1,0,1974.82,1977.13
game_00108,2,Opening,-0.76,-0.8,-0.03,Perfect,1.58,5.83,0.31,0,0,0,1977.13,1979.5
game_00108,3,Opening,-0.8,-2.25,-1.45,Blunder,2.78,2.84,1.07,1,0,0,1979.5,1973.21
game_00108,4,Opening,-2.25,-2.59,-0.35,Good,1.64,4.45,0.17,0,0,0,1973.21,1975.04
game_00108,5,Opening,-2.59,-2.58,0.01,Perfect,0.6,5.98,0.21,0,0,0,1975.04,1980.55
game_00108,6,Opening,-2.58,-2.41,0.17,Perfect,1.09,6.0,0.0,0,0,0,1980.55,1985.43
